Item ID,Short Title,Title,Year,Period,Vegetated strip description info,Nation,Study country,Study location,Latitude,Longitude,Outcomes
21569467,Redding (2008),Enhancing the P trapping of pasture filter strips: successes and pitfalls in the use of water supply residue and polyacrylamide,2008,2005-2009,filter strip,New Zealand,New Zealand,"Ruakura Research Centre, Hamilton",-37.775247,175.308473,Soil Chemistry
21569469,Reeder (2005),Factors affecting butterfly use of filter strips in Midwestern USA,2005,2005-2009,filter strip,USA,"Minnesota, USA","southwest Minnesota (Jackson, Cottonwood, Watonwan, Nobles and Brown counties)",43.918838,-94.54327,Biodiversity
21569477,Renwick (2013),Host-parasite interactions in a fragmented landscape,2013,2010-2014,field margin,UK,UK,"north east Scotland, approximately 50km south of Aberdeen (56 8'N, 02 3'W)",56.897264,-2.228921,Biodiversity
21569483,Ricci (2011),Effects of hedgerow characteristics on intra-orchard distribution of larval codling moth,2011,2010-2014,hedgerow,France,France,"Southeastern France (43 46 27-43 51 23 N, 4 51 12-4 57 34 E)",43.816697,4.899943,Biodiversity;Human Use
21569484,Ricci (2009),The influence of landscape on insect pest dynamics: A case study in southeastern France,2009,2005-2009,hedgerow,France,France,"Southeastern France (43 46 27-43 51 23 N, 4 51 12-4 57 34 E)",43.816697,4.899943,Biodiversity;Human Use
21569485,Ricci (2009),The influence of landscape on insect pest dynamics: a case study in southeastern France,2009,2005-2009,hedgerow,France,France,43 46' 27'' N to 43 51' 23'' N and from 4 51' 12'' E to 4 57' 34'' E,43.816697,4.899943,Human Use
21569487,Riddle (2007),Maximizing the impact of field borders for quail and early-succession songbirds: What's the best design for implementation?,2007,2005-2009,field border,USA,"North Carolina, USA","Bladen, Columbus, Duplin, Pender, Sampson, Scotland, and Robeson counties of the southern Coastal Plain of North Carolina",34.638386,-79.10969,Biodiversity
21569489,Riddle (2008),The Importance of Habitat Shape and Landscape Context to Northern Bobwhite Populations,2008,2005-2009,field border,USA,"North Carolina, USA","Bladen, Columbus, Duplin, Pender, Sampson, Scotland, and Robeson counties of the southern Coastal Plain",34.638386,-79.10969,Biodiversity;Human Use;Recreation
21569494,Rivest (2015),Maize yield patterns on the leeward side of tree windbreaks are site-specific and depend on rainfall conditions in eastern Canada,2015,2015-2016,windbreak,Canada,"Québec, Canada","Les Cedres 45 18'N, 74'30'W, St-Polycarpe 45 18'N, 74'18'W, St-Telesphores 45 18'N, 74'23'W, near Montreal, St-Prime 48 37'N, 72'25'W, near the town of Saint-Felicien.",45.300001,-74.383333,Human Use
21569496,Roberts (2013),Microbial biomass phosphorus contributions to phosphorus solubility in riparian vegetated buffer strip soils,2013,2010-2014,riparian buffer strip,UK,UK,"Ardington Hampshire, River Avon catchment , Clifton Cumbria, River Eden catchment, Burlingham Norfolk, River Wensum catchment",51.08503,-1.310407,Soil Chemistry;Soil Chemistry;Soil Physical
21569509,Rouabah (2015),Effets de la gestion des bandes enherbées sur le contrôle biologique des ravageurs de cultures: rôle de la diversité fonctionnelle des carabes (Coleoptera-Carabidae) et de la structure végétale,2015,2015-2016,field margin,France,France,"Saint-Jean sur Tourbe in northeastern France (4907’35.63”N, 440’46.29”E).",49.126564,4.679525,Biodiversity
21569511,Roy (2008),Evaluating hedgerow corridors for the conservation of native forest herb diversity,2008,2005-2009,hedgerow,Canada,"Québec, Canada","45 40' N, 74 1' W, at boundry of Mirabel and Deux-Montagnes, two regional county municipalities located west of Montreal",45.666656,-74.016678,Biodiversity
21569518,Russ (2002),Habitat associations of bats in Northern Ireland: Implications for conservation,2002,2000-2004,hedgerow,UK,UK,Northern Ireland,55.096974,-7.982225,Biodiversity
21569524,Ryszkowski (1993),Energy control of matter fluxes through land-water ecotones in an agricultural landscape,1993,1990-1994,shelterbelt,Poland,Poland,"In the vicinity of the village Turew, about 40 kilometers south of Poznan (16”45’ to 16” 50’ E and 52’ 01’ to 52’ 06’ N)",52.058832,16.826234,Soil Physical;Human Use;Ecosystem Functioning
21569526,Ryszkowski (2007),Modification of water flows and nitrogen fluxes by shelterbelts,2007,2005-2009,shelterbelt,Poland,Poland,"6◦45 to 17◦05E and 51◦55 to 52◦05N, Turew, Wielkopolska",52.058832,16.826234,Soil Physical;Ecosystem Functioning
21569532,Sabater (2003),Nitrogen removal by riparian buffers along a European climatic gradient: Patterns and factors of variation,2003,2000-2004,riparian buffer,Multiple,"Poland, UK, the Netherlands, Switzerland, France, Romania, Spain",5345N 2125E 5345N 2125E 5442N 123W 5442N 123W 5442N 123W 5125N 651E 5125N 651E 4336N 624E 4427N 2516E 4427N 2516E 483N 23E 483N 23E 483N 23E 4142N 234E 4142N 234E,multiple,multiple,Soil Chemistry;Soil Chemistry
21569534,Sabater (2003),Nitrogen Removal by Riparian Buffers along a European Climatic Gradient: Patterns and Factors of Variation,2003,2000-2004,riparian buffer,Finland,Finland,"Jokioinen, south-western Finland (60 48 N, 23 28 E)",60.794433,23.45435,Soil Chemistry;Soil Chemistry;Human Use;Ecosystem Functioning
21569541,Salazar (2015),Inorganic nitrogen losses from irrigated maize fields with narrow buffer strips,2015,2015-2016,buffer strip,Chile,Chile,"Caleucge experimental field, Pichidegua commune (34 25 S, 71 21 W)",-34.416667,-71.35,Soil Chemistry;Soil Physical
21569548,Sanderson (2001),Nutrient movement and removal in a switchgrass biomass-filter strip system treated with dairy manure,2001,2000-2004,filter strip,USA,"Texas, USA",Texas A&M University Agricultural Research and Extension Center at Stephenville,32.220696,-98.202263,Soil Chemistry;Soil Chemistry
21569555,Sarthou (2014),Local more than landscape parameters structure natural enemy communities during their overwintering in semi-natural habitats,2014,2010-2014,grass strip,France,France,"Gascony, Southwestern France (43 N, 1 E)",43.001687,1.000962,Biodiversity;Human Use
21569556,Saska (2007),The significance of a grassy field boundary for the spatial distribution of carabids within two cereal fields,2007,2005-2009,field boundary,The Netherlands,The Netherlands,"Droevendaal, Wageningen University and Research Centre in Wageningen, the Netherlands (51 58' N, 05 40' E, 20m)",51.969452,5.665583,Biodiversity
21569557,Sauer (2007),Soil carbon and tree litter dynamics in a red cedar-scotch pine shelterbelt,2007,2005-2009,shelterbelt,USA,"Nebraska, USA","University of Nebraska-Lincoln Agricultural Research and Development Center near Mead, (41 9' N, 96 29'W, 356m )",40.819142,-96.701318,Soil Chemistry;Soil Chemistry;Soil Chemistry;Soil Physical
21569559,Saussure (2015),"Management of wireworm damage in maize fields using new, landscape-scale strategies",2015,2015-2016,hedge,France,France,Northwestern and southwestern France,47.074288,-0.999785,Human Use
21569564,Schauder (1992),LONG-TERM TRAPPING EFFICIENCY OF A VEGETATED FILTER STRIP UNDER AGRICULTURAL USE,1992,1990-1994,vegetated filter strip,Germany,Germany,"30km Northwest of Freising, Bavaria",48.403075,11.741144,Soil Chemistry;Soil Physical
21569565,Scheper (2015),Local and landscape-level floral resources explain effects of wildflower strips on wild bees across four European countries,2015,2015-2016,wildflower strip,Multiple,"Germany, Sweden, the Netherlands, UK",Not stated,multiple,multiple,Biodiversity;Ecosystem Functioning
21569569,Schmidt-Entling (2009),Sown wildflower areas to enhance spiders in arable fields,2009,2005-2009,wildflower area,Switzerland,Switzerland,Solothurn and Bern,46.873351,7.388218,Biodiversity
21569572,Schmitt (1999),"Filter strip performance and processes for different vegetation, widths, and contaminants",1999,1995-1999,filter strip,USA,"Nebraska, USA","University of Nebraska's Agricultural Research and Development Center, near Mead, 41 29'N, 96 30'W)",41.462097,-96.478285,Soil Chemistry;Soil Chemistry;Soil Physical;Soil Chemistry;Soil Physical
21569573,Schmitz (2007),Influence of management regimes of adjacent land uses on the woody plant richness of hedgerows in Spanish cultural landscapes,2007,2005-2009,hedgerow,Spain,Spain,"Southern Central Mountain Range, north of Madrid",40.679105,-3.649411,Biodiversity
21569578,Schneider (2012),Spatial distribution of Metarhizium clade 1 in agricultural landscapes with arable land and different semi-natural habitats,2012,2010-2014,improved field margin,Switzerland,Switzerland,"Aesch (47◦28 14N, 7◦35 49E at 310 m altitude), Klettgau (47◦41 53N, 8◦27 38E at 435 m altitude), and Oberwil (47◦20 08N, 8◦23 10E at 548 m altitude)",47.40578,7.564629,Human Use
21569581,Schoonover (2003),Ground water nitrate reduction in giant cane and forest riparian buffer zones,2003,2000-2004,riparian buffer zone,USA,"Illinois, USA","Cypres Creek, southern Illinois",37.411369,-89.080864,Soil Chemistry;Soil Chemistry;Soil Chemistry
21569582,Schoonover (2005),"Nutrient attenuation in agricultural surface runoff by riparian buffer zones in southern Illinois, USA",2005,2005-2009,riparian buffer zone,USA,"Illinois, USA","Cypress Creek (37 24 40.9N, 89 04 57.5W)",37.411369,-89.080864,Biodiversity;Soil Chemistry;Soil Chemistry;Soil Physical;Ecosystem Functioning
21569594,Sean (2008),"Nematode diversity, food web condition, and chemical and physical properties in different soil habitats of an organic farm",2008,2005-2009,hedge;riparian corridor,USA,"California, USA",Near Winters,38.527323,-121.976962,Biodiversity;Soil Chemistry;Soil Chemistry;Soil Chemistry;Soil Physical
21569601,Seyfulina (2010),"The spider assemblage (Arachnida, Aranei) in agroecosystems of the Kuban Plain: Species composition, spatial distribution, and seasonal dynamics",2010,2010-2014,field margin;forest belt,Russia,"South district, Russia","Niva-1 Corporation, Starokorsunskaya, Krasnodar Territory",45.057404,39.313669,Biodiversity
21569607,Shaw (2015),Enhancing the Biodiversity of Ditches in Intensively Managed UK Farmland,2015,2015-2016,ditch,UK,UK,"Upper Thames: northern extent 51.980024, -1.2789423, southern extent 51.6642, -1.495128, eastern 51.690568, -1.6601901, western 51.716468, -0.96372977",51.321658,-0.229708,Biodiversity
21569609,Sheppard (2006),Runoff phosphorus retention in vegetated field margins on flat landscapes,2006,2005-2009,vegetated field margin,Canada,"Manitoba, Canada","Lac du Bonnet, Pinawa, Whitemouth and Elma, Manitoba",50.150335,-95.879838,Soil Chemistry;Soil Chemistry;Soil Physical
21569634,Siriwardena (2012),"Landscape, cropping and field boundary influences on bird abundance",2012,2010-2014,field boundary,UK,UK,UK-wide,52.831319,-1.770154,Biodiversity
21569635,Sitzia (2007),"Hedgerows as corridors for woodland plants: A test on the Po Plain, northern Italy",2007,2005-2009,hedgerow,Italy,Italy,"Central Veneto, Po Plain, around Venice",45.762333,11.690976,Biodiversity
21569636,Sitzia (2014),Environmental factors interact with spatial processes to determine herbaceous species richness in woody field margins,2014,2010-2014,field margin,Italy,Italy,"Padua-Venetian Plain (45 26 49''N, 11 40 33''E)",45.42681,11.665528,Biodiversity
21569645,Smiley (2011),"Influence of herbaceous riparian buffers on physical habitat, water chemistry, and stream communities within channelized agricultural headwater streams",2011,2010-2014,riparian buffer,USA,"Ohio, USA",Upper Big Walnut Creek watershed,39.732076,-83.046615,Biodiversity;Soil Chemistry;Soil Chemistry;Soil Physical;Soil Chemistry;Soil Chemistry;Soil Physical;Ecosystem Functioning
21569652,Smith (2010),Short-term successional change does not predict long-term conservation value of managed arable field margins,2010,2010-2014,field margin,UK,UK,"Oxford University Farm, Wytham (51 47 N, 1 19 W)",51.76295,-1.337049,Biodiversity
21569653,Smith (1998),The effects of arable field margin management on the abundance and species richness of Araneae (spiders),1998,1995-1999,field margin,UK,UK,"University of Oxford farm, Wytham",51.76295,-1.337049,Biodiversity
21569658,Smith (2015),Ground cover and floral resources in shelterbelts increase the abundance of beneficial hymenopteran families,2015,2015-2016,shelterbelt,Australia,"Victoria, Australia","Yarra Valley, 40km east of Melbourne (37.72 S, 145.41 E)",-37.708019,145.302711,Biodiversity
21569659,Smith (2009),The impact of two arable field margin management schemes on litter decomposition,2009,2005-2009,field margin,UK,UK,"ADAS Boxworth, Cambridgeshire (52 15 10 N, 0 01 54 W)",52.230326,-0.178485,Biodiversity;Soil Physical
21569663,Smith (2012),"Spatial patterns of, and environmental controls on, soil properties at a riparian-paddock interface",2012,2010-2014,riparian corridor,Australia,"Victoria, Australia","Goulburn River Catchment, located 15 km north of Euroa (36.7S, 145.5E)",-36.700351,145.497489,Soil Chemistry;Soil Chemistry;Soil Physical;Soil Physical;Ecosystem Functioning
21569665,Smith (2008),Effect of vegetation management on bird habitat in riparian buffer zones,2008,2005-2009,riparian buffer,USA,"North Carolina, USA","NC State Road 1942 approximately 16 km (10 mi) southwest of Warsaw in Sampson County; Neuse River Basin off NC State Hwy 70 approximately 6 km (4 mi) east of Kinston in Lenoir County; Cape Fear River Basin approximately 18 km (11 mi) southeast of Mt. Olive, NC in Duplin County off NC State Road 1500",34.709757,-78.986472,Biodiversity;Ecosystem Functioning
21569666,Smith (2012),Effects of native perennial vegetation buffer strips on dissolved organic carbon in surface runoff from an agricultural landscape,2012,2010-2014,buffer strip,USA,"Iowa, USA",Neal Smith National Wildlife Refuge in Jasper County (NSNWR; 4133’N; 9316’W).,41.551757,-93.271136,Soil Chemistry;Soil Physical
21569667,Smith (2014),Effects of native perennial vegetation buffer strips on dissolved organic carbon in surface runoff from an agricultural landscape,2014,2010-2014,buffer strip,USA,"Iowa, USA","Neal Smith National Wildlife Refuge, Jasper (41 33 N 93 16 W)",41.551757,-93.271136,Soil Chemistry
21569670,Snyder (1998),Impact of riparian forest buffers on agricultural nonpoint source pollution,1998,1995-1999,forest riparian buffer,USA,"Virginia, USA","Nomini Creek watersged, Westmoreland County",40.235396,-79.470388,Soil Chemistry;Soil Chemistry;Soil Chemistry;Soil Physical
21569673,Snyder (1998),Impact of riparian forest buffers on agricultural nonpoint source pollution,1998,1995-1999,riparian forest buffer,USA,"Virginia, USA","Nomini creek watershed, Westmoreland County, 80km Northeast of Richmond",38.073544,-76.71657,Soil Chemistry;Soil Chemistry;Soil Chemistry
21569674,Soni (2015),Narrow Grass Hedges Reduce Tylosin and Associated Antimicrobial Resistance Genes in Agricultural Runoff,2015,2015-2016,grass hedge,USA,"Nebraska, USA","UNL Rogers Memorial Farm (18 km east of Lincoln, NE)",40.819142,-96.701318,Pollution;Pollution
21569678,Sovell (2000),"Impacts of rotational grazing and riparian buffers on physicochemical and biological characteristics of southeastern Minnesota, USA, streams",2000,2000-2004,riparian buffer strip,USA,"Minnesota, USA",Five streams in south east Minnesota,43.995283,-92.654597,Biodiversity;Soil Chemistry;Pollution;Ecosystem Functioning
