"","data.lens_id","data.title","data.publication_type","data.year_published","first_name","last_name","initials","name","grid_id","country_code"
"1718","042-705-630-037-945","Is microclimate important for Orthoptera in open landscapes","journal article",2007,"John W.","Dover","JW","Staffordshire University","grid.19873.34","GB"
"1719","094-049-137-663-313","Isoproturon Sorption and Degradation in a Soil from Grassed Buffer Strip","journal article",1999,"Pierre","Benoit","P","Institut national de la recherche agronomique","grid.414548.8","FR"
"1720","094-049-137-663-313","Isoproturon Sorption and Degradation in a Soil from Grassed Buffer Strip","journal article",1999,"Enrique","Barriuso","E","Institut national de la recherche agronomique","grid.414548.8","FR"
"1721","094-049-137-663-313","Isoproturon Sorption and Degradation in a Soil from Grassed Buffer Strip","journal article",1999,"Ph.","Vidon","P","Institut national de la recherche agronomique","grid.414548.8","FR"
"1722","094-049-137-663-313","Isoproturon Sorption and Degradation in a Soil from Grassed Buffer Strip","journal article",1999,"B.","Réal","B","ITCF, Institut Technique des Céréales et des Fourrages, Service Technique de Production80200Estrées‐MonsFrance",NA,"FR"
"1723","092-099-830-449-027","Isotopologue ratios of N2O and N2 measurements underpin the importance of denitrification in differently N-loaded riparian alder forests","journal article",2014,"Ülo","Mander","Ü","University of Tartu","grid.10939.32","EE"
"1724","092-099-830-449-027","Isotopologue ratios of N2O and N2 measurements underpin the importance of denitrification in differently N-loaded riparian alder forests","journal article",2014,"Reinhard","Well","R","Thünen Institute#R#of Climate-Smart Agriculture, 38116 Braunschweig, Germany",NA,"DE"
"1725","092-099-830-449-027","Isotopologue ratios of N2O and N2 measurements underpin the importance of denitrification in differently N-loaded riparian alder forests","journal article",2014,"Daniel","Weymann","D","Forschungszentrum Jülich","grid.8385.6","DE"
"1726","092-099-830-449-027","Isotopologue ratios of N2O and N2 measurements underpin the importance of denitrification in differently N-loaded riparian alder forests","journal article",2014,"Kaido","Soosaar","K","University of Tartu","grid.10939.32","EE"
"1727","092-099-830-449-027","Isotopologue ratios of N2O and N2 measurements underpin the importance of denitrification in differently N-loaded riparian alder forests","journal article",2014,"Martin","Maddison","M","University of Tartu","grid.10939.32","EE"
"1728","092-099-830-449-027","Isotopologue ratios of N2O and N2 measurements underpin the importance of denitrification in differently N-loaded riparian alder forests","journal article",2014,"Arno","Kanal","A","University of Tartu","grid.10939.32","EE"
"1729","092-099-830-449-027","Isotopologue ratios of N2O and N2 measurements underpin the importance of denitrification in differently N-loaded riparian alder forests","journal article",2014,"Krista","Lõhmus","K","University of Tartu","grid.10939.32","EE"
"1730","092-099-830-449-027","Isotopologue ratios of N2O and N2 measurements underpin the importance of denitrification in differently N-loaded riparian alder forests","journal article",2014,"Jaak","Truu","J","University of Tartu","grid.10939.32","EE"
"1731","092-099-830-449-027","Isotopologue ratios of N2O and N2 measurements underpin the importance of denitrification in differently N-loaded riparian alder forests","journal article",2014,"Jürgen","Augustin","J","Institute of Landscape#R#Matter Dynamics, Leibniz-Centre for Agricultural Landscape and Land#R#Use Research (ZALF), D-15374 Müncheberg, Germany",NA,"DE"
"1732","092-099-830-449-027","Isotopologue ratios of N2O and N2 measurements underpin the importance of denitrification in differently N-loaded riparian alder forests","journal article",2014,"Julien","Tournebize","J","Hydrosystems and#R#Bioprocesses Research Unit, National Research Institute of Science#R#and Technology for Environment and Agriculture (Irstea), 1 rue Pierre-Gilles de Gennes CS 10030, F92761 Antony cedex, France",NA,"FR"
"1733","175-552-031-718-472","LANDSCAPE AND LOCAL INFLUENCES ON THE BIOTIC INTEGRITY OF FISH COMMUNITIES IN OHIO HEADWATER STREAMS",NA,2004,"Donna s","McCollum","DS","Miami University","grid.259956.4","US"
"1734","053-067-368-571-602","Land use influences the spatiotemporal controls on nitrification and denitrification in headwater streams","journal article",2008,"Clay P.","Arango","CP","University of Notre Dame","grid.131063.6","US"
"1735","053-067-368-571-602","Land use influences the spatiotemporal controls on nitrification and denitrification in headwater streams","journal article",2008,"Jennifer L.","Tank","JL","University of Notre Dame","grid.131063.6","US"
"1736","175-269-408-344-172","Land-use planning and public preferences: What can we learn from choice experiment method?","journal article",2007,"Mbolatiana","Rambonilaza","M","CEMAGREF, Amenities and Dynamics of Rural Areas Research Unit, 50 Avenue de Verdun, Gazinet, 33612 Cestas Cedex, France",NA,"FR"
"1737","175-269-408-344-172","Land-use planning and public preferences: What can we learn from choice experiment method?","journal article",2007,"Jeanne","Dachary-Bernard","J","CEMAGREF, Amenities and Dynamics of Rural Areas Research Unit, 50 Avenue de Verdun, Gazinet, 33612 Cestas Cedex, France",NA,"FR"
"1738","062-036-445-726-722","Landscape Structure and Biological Control in Agroecosystems","journal article",1999,"Carsten","Thies","C","University of Göttingen","grid.7450.6","DE"
"1739","062-036-445-726-722","Landscape Structure and Biological Control in Agroecosystems","journal article",1999,"Teja","Tscharntke","T","University of Göttingen","grid.7450.6","DE"
"1740","000-140-507-815-44X","Landscape composition models for breeding bird populations in lowland English farmland over a 20 year period","journal article",1997,"R. J.","Fuller","RJ","British Trust for Ormthology, The Nunnery, Thetford, Norfolk IP24 2PU, U K",NA,"GB"
"1741","000-140-507-815-44X","Landscape composition models for breeding bird populations in lowland English farmland over a 20 year period","journal article",1997,"R. J.","Trevelyan","RJ","British Trust for Ormthology, The Nunnery, Thetford, Norfolk IP24 2PU, U K",NA,"GB"
"1742","000-140-507-815-44X","Landscape composition models for breeding bird populations in lowland English farmland over a 20 year period","journal article",1997,"R. W.","Hudson","RW","British Trust for Ormthology, The Nunnery, Thetford, Norfolk IP24 2PU, U K",NA,"GB"
"1743","029-988-354-588-530","Landscape configuration of crops and hedgerows drives local syrphid fly abundance","journal article",2014,"Sebastian","Haenke","S","University of Göttingen","grid.7450.6","DE"
"1744","029-988-354-588-530","Landscape configuration of crops and hedgerows drives local syrphid fly abundance","journal article",2014,"Anikó","Kovács-Hostyánszki","A","University of Göttingen","grid.7450.6","DE"
"1745","029-988-354-588-530","Landscape configuration of crops and hedgerows drives local syrphid fly abundance","journal article",2014,"Jochen","Fründ","J","University of Göttingen","grid.7450.6","DE"
"1746","029-988-354-588-530","Landscape configuration of crops and hedgerows drives local syrphid fly abundance","journal article",2014,"Péter","Batáry","P","University of Göttingen","grid.7450.6","DE"
"1747","029-988-354-588-530","Landscape configuration of crops and hedgerows drives local syrphid fly abundance","journal article",2014,"Birgit","Jauker","B","University of Giessen","grid.8664.c","DE"
"1748","029-988-354-588-530","Landscape configuration of crops and hedgerows drives local syrphid fly abundance","journal article",2014,"Teja","Tscharntke","T","University of Göttingen","grid.7450.6","DE"
"1749","029-988-354-588-530","Landscape configuration of crops and hedgerows drives local syrphid fly abundance","journal article",2014,"Andrea","Holzschuh","A","University of Würzburg","grid.8379.5","DE"
"1750","029-988-354-588-530","Landscape configuration of crops and hedgerows drives local syrphid fly abundance","journal article",2014,"Andrea","Holzschuh","A","University of Göttingen","grid.7450.6","DE"
"1751","061-505-739-300-041","Landscape context affects the relationship between local and landscape species richness of butterflies in semi-natural habitats","journal article",2012,"Johan","Ekroos","J","University of Helsinki","grid.7737.4","FI"
"1752","061-505-739-300-041","Landscape context affects the relationship between local and landscape species richness of butterflies in semi-natural habitats","journal article",2012,"Mikko","Kuussaari","M","University of Helsinki","grid.7737.4","FI"
"1753","113-790-282-907-897","Landscape context and carabid beetles (Coleoptera: Carabidae) communities of hedgerows in western France","journal article",2003,"Norma Millán","de la Peña","NM","University of Rennes",NA,"FR"
"1754","113-790-282-907-897","Landscape context and carabid beetles (Coleoptera: Carabidae) communities of hedgerows in western France","journal article",2003,"Alain","Butet","A","University of Rennes",NA,"FR"
"1755","113-790-282-907-897","Landscape context and carabid beetles (Coleoptera: Carabidae) communities of hedgerows in western France","journal article",2003,"Yannick R.","Delettre","YR","University of Rennes",NA,"FR"
"1756","113-790-282-907-897","Landscape context and carabid beetles (Coleoptera: Carabidae) communities of hedgerows in western France","journal article",2003,"Philippe","Morant","P","University of Rennes",NA,"FR"
"1757","113-790-282-907-897","Landscape context and carabid beetles (Coleoptera: Carabidae) communities of hedgerows in western France","journal article",2003,"Françoise","Burel","F","University of Rennes",NA,"FR"
"1758","107-188-835-457-613","Landscape elements as potential barriers and corridors for bees, wasps and parasitoids","journal article",2011,"Kristin M.","Krewenka","KM","University of Göttingen","grid.7450.6","DE"
"1759","107-188-835-457-613","Landscape elements as potential barriers and corridors for bees, wasps and parasitoids","journal article",2011,"Andrea","Holzschuh","A","University of Würzburg","grid.8379.5","DE"
"1760","107-188-835-457-613","Landscape elements as potential barriers and corridors for bees, wasps and parasitoids","journal article",2011,"Andrea","Holzschuh","A","University of Göttingen","grid.7450.6","DE"
